iteration,delta
108,26.32984460189391
109,26.06654426069963
110,25.805878702840346
111,25.547818655394167
112,25.292340392189544
113,25.03941615000622
114,24.789021937529014
115,24.541131160655823
116,24.29571981514573
117,24.05276224622139
118,23.812234601211458
119,23.574112008611337
120,23.33837087352913
121,23.104987000798246
122,22.873937120817118
123,22.645197640541028
124,22.418745657502768
125,22.194558128388962
126,21.972612542693696
127,21.752886369023145
128,21.535357502399165
129,21.320003895291848
130,21.10680385438809
131,20.895735794505526
132,20.686778435262568
133,20.479910636719524
134,20.275111529489095
135,20.072360404756637
136,19.871636800134638
137,19.672920425857228
138,19.476191221216595
139,19.281429304830908
140,19.088615011528418
141,18.89772885863613
142,18.708751569880405
143,18.52166405233538
144,18.336447411700192
145,18.153082936354167
146,17.971552106915624
147,17.791836585028705
148,17.613918219128664
149,17.437779036396023
150,17.26340124599892
151,17.090767233177758
152,16.919859560823625
153,16.750660964974486
154,16.583154355309944
155,16.417322811596932
156,16.25314958347144
157,16.0906180875304
158,15.929711906649118
159,15.770414787512436
160,15.612710639633406
161,15.456583533190042
162,15.302017697855263
163,15.148997520846478
164,14.997507545635926
165,14.847532470157603
166,14.69905714545439
167,14.55206657398594
168,14.40654590824579
169,14.262480449155191
170,14.119855644662493
171,13.978657088210184
172,13.83887051732745
173,13.70048181214861
174,13.563476994027042
175,13.427842224084088
176,13.293563801842538
177,13.160628163823276
178,13.02902188218468
179,12.898731663362923
180,12.769744346728658
181,12.642046903261871
182,12.51562643422858
183,12.390470169886612
184,12.266565468187764
185,12.143899813506323
186,12.022460815371232
187,11.902236207217356
188,11.783213845145838
189,11.665381706693552
190,11.548727889627116
191,11.433240610731445
192,11.318908204623767
193,11.205719122576738
194,11.093661931351562
195,10.982725312037473
196,10.872898058917599
197,10.76416907832754
198,10.656527387545793
199,10.549962113670517
200,10.444462492533603
201,10.340017867608367
202,10.23661768893271
203,10.134251512044102
204,10.032908996923652
205,9.932579906953833
206,9.833254107884386
207,9.734921566805497
208,9.63757235113826
209,9.54119662762514
210,9.445784661348625
211,9.35132681473624
212,9.257813546588295
213,9.165235411123831
214,9.073583057011092
215,8.982847226441663
216,8.893018754178229
217,8.804088566635983
218,8.716047680968586
219,8.628887204158673
220,8.54259833211654
221,8.45717234879612
222,8.372600625308223
223,8.288874619055605
224,8.205985872865313
225,8.123926014136487
226,8.04268675399635
227,7.962259886456195
228,7.882637287591024
229,7.803810914715541
230,7.72577280556834
231,7.648515077512457
232,7.572029926737741
233,7.496309627471419
234,7.421346531195923
235,7.347133065884009
236,7.273661735223868
237,7.20092511787243
238,7.128915866695024
239,7.057626708027783
240,6.987050440947314
241,6.91717993653856
242,6.848008137173565
243,6.7795280558011655
244,6.711732775243036
245,6.644615447490651
246,6.57816929301589
247,6.512387600086186
248,6.447263724085133
249,6.3827910868440085
250,6.318963175976023
251,6.255773544215117
252,6.193215808772038
253,6.1312836506849635
254,6.069970814177395
255,6.009271106036977
256,5.949178394976116
257,5.889686611026264
258,5.830789744915819
259,5.772481847467134
260,5.714757028992608
261,5.657609458702609
262,5.60103336411612
263,5.545023030475022
264,5.489572800169299
265,5.434677072167688
266,5.3803303014474295
267,5.3265269984322
268,5.2732617284473235
269,5.2205291111631595
270,5.168323820052137
271,5.116640581851243
272,5.065474176033604
273,5.014819434272795
274,4.964671239931704
275,4.915024527532296
276,4.8658742822563
277,4.817215539433164
278,4.769043384038014
279,4.721352950197797
280,4.67413942069561
281,4.627398026488663
282,4.581124046223522
283,4.53531280576135
284,4.489959677704064
285,4.445060080926851
286,4.400609480117964
287,4.356603385317612
288,4.313037351464118
289,4.2699069779491765
290,4.227207908170385
291,4.184935829088317
292,4.143086470797243
293,4.10165560608948
294,4.06063905002884
295,4.020032659527715
296,3.9798323329323466
297,3.940034009602641
298,3.9006336695074424
299,3.8616273328125317
300,3.8230110594849975
301,3.7847809488903295
302,3.7469331394004257
303,3.709463808007058
304,3.6723691699262417
305,3.635645478227161
306,3.599289023446545
307,3.5632961332112245
308,3.5276631718797944
309,3.4923865401606236
310,3.457462674758972
311,3.4228880480122825
312,3.3886591675318414
313,3.354772575856259
314,3.321224850096769
315,3.288012601596165
316,3.255132475580467
317,3.2225811508251354
318,3.1903553393167385
319,3.1584517859237167
320,3.126867268064416
321,3.095598595383308
322,3.0646426094299386
323,3.0339961833360576
324,3.0036562215027516
325,2.9736196592875785
326,2.94388346269443
327,2.9144446280679404
328,2.8853001817878976
329,2.856447179969109
330,2.8278827081694544
331,2.7996038810879327
332,2.771607842276353
333,2.743891763853753
334,2.716452846215361
335,2.6892883177533804
336,2.6623954345759557
337,2.6357714802306873
338,2.609413765428144
339,2.5833196277735624
340,2.5574864314958177
341,2.5319115671809413
342,2.5065924515092775
343,2.4815265269944575
344,2.4567112617241946
345,2.4321441491065343
346,2.4078227076161056
347,2.3837444805394625
348,2.359907035734068
349,2.336307965377273
350,2.3129448857225725
351,2.289815436865865
352,2.266917282497161
353,2.2442481096722986
354,2.2218056285755665
355,2.199587572290511
356,2.1775916965680153
357,2.155815779601653
358,2.1342576218048634
359,2.1129150455881245
360,2.0917858951315793
361,2.0708680361804
362,2.0501593558192326
363,2.029657762261195
364,2.009361184638692
365,1.9892675727924143
366,1.9693748970639717
367,1.9496811480939868
368,1.9301843366129106
369,1.9108824932463904
370,1.891773668314272
371,1.872855931630511
372,1.8541273723139966
373,1.8355860985911931
374,1.8172302376060543
375,1.7990579352308487
376,1.7810673558778944
377,1.7632566823203888
378,1.745624115497776
379,1.7281678743420343
380,1.7108861955985049
381,1.6937773336430837
382,1.6768395603066892
383,0.0
