episode,reward,steps,success,wall_collisions,penalty_entries,epsilon
0,-129.0,183,True,36,1,0.5
1,114.0,85,True,14,1,0.4985286053704413
2,139.0,77,True,12,1,0.49706172116204067
3,161.0,84,True,9,0,0.4955993335485285
4,82.0,94,True,19,0,0.494141428746018
5,210.0,71,True,4,0,0.4926879930128759
6,84.0,84,True,15,4,0.49123901264959247
7,-20.0,120,True,23,5,0.48979447399865256
8,-219.0,221,True,40,4,0.4883543634444068
9,118.0,82,True,15,0,0.48691866741294326
10,-126.0,179,True,34,3,0.4854873723719597
11,173.0,75,True,6,2,0.4840604648306357
12,-98.0,184,True,31,1,0.48263793133950583
13,14.0,160,True,17,2,0.4812197584903327
14,-277.0,263,True,44,2,0.4798059329159805
15,-145.0,189,True,34,4,0.4783964412902893
16,-37.0,133,True,24,5,0.4769912703279489
17,71.0,104,True,17,2,0.4755904067843744
18,123.0,96,True,13,0,0.4741938374555807
19,82.0,130,True,13,1,0.4728015491780581
20,175.0,74,True,7,1,0.47141352882864884
21,113.0,95,True,12,2,0.4700297633244225
22,18.0,133,True,18,4,0.4686502396225535
23,-439.0,382,True,39,14,0.46727494472019754
24,87.0,105,True,16,0,0.4659038656543695
25,143.0,83,True,12,0,0.4645369895018209
26,157.0,82,True,5,4,0.4631743033789184
27,50.0,110,True,15,5,0.46181579444152226
28,149.0,94,True,7,3,0.460461449884865
29,35.0,130,True,19,2,0.4591112569434312
30,-22.0,134,True,17,8,0.45776520289083666
31,-49.0,173,True,20,6,0.4564232750397091
32,-29.0,138,True,25,4,0.4550854607415677
33,196.0,72,True,3,2,0.4537517473867047
34,91.0,94,True,15,2,0.45242212240406615
35,-456.0,320,True,63,1,0.4510965732611334
36,186.0,56,True,9,0,0.44977508746380507
37,43.0,111,True,16,5,0.4484576525562793
38,134.0,104,True,9,1,0.4471442561209363
39,-271.0,242,True,47,2,0.4458348857782212
40,42.0,147,True,18,0,0.4445295291865278
41,43.0,119,True,18,3,0.4432281740420817
42,72.0,107,True,18,1,0.4419308080788245
43,142.0,79,True,10,2,0.44063741906829834
44,70.0,121,True,14,3,0.4393479948195306
