iteration,delta
166,0.016286171746060063
167,0.015471863158609267
168,0.014698270000735647
169,0.01396335650065339
170,0.01326518867563209
171,0.012601929242009646
172,0.01197183277986369
173,0.011373241140972823
174,0.010804579083810495
175,0.010264350129773447
176,0.009751132623250669
177,0.009263575992008555
178,0.008800397192544551
179,0.008360377332792268
180,0.007942358466380028
181,0.007545240543095133
182,0.0071679785160085885
183,0.006809579590253634
184,0.006469100610729583
185,0.006145645580204473
186,0.005838363301108984
187,0.005546445136133116
188,0.00526912287932646
189,0.005005666735314662
190,0.0047553833987876715
191,0.004517614228689126
192,0.004291733517447938
193,0.004077146841609647
194,0.003873289499551902
195,0.0036796250245743067
196,0.0034956437732489576
197,0.0033208615845978784
198,0.0031548185054361966
199,0.0029970775801757554
200,0.0028472237011101242
201,0.0027048625161114614
202,0.0025696193904423126
203,0.0024411384208633535
204,0.0023190814997633424
205,0.0022031274248774935
206,0.002092971053571091
207,0.0019883225010062233
208,0.0018889063758251723
209,0.0017944610571021258
210,0.0017047380042640725
211,0.0016195011040736063
212,0.0015385260488756103
213,0.0014615997465625696
214,0.0013885197591889664
215,0.0013190937713716266
216,0.0012531390827916766
217,0.0011904821285497746
218,0.0011309580222587101
219,0.0010744101211912493
220,0.0010206896151885303
221,0.0009696551344404725
222,0.0009211723777298175
223,0.000875113758866064
224,0.0008313580708545487
225,0.0007897901673459273
226,0.0007503006590923178
227,0.0007127856260922272
228,0.0006771463449695148
229,0.000643289027721039
230,0.0006111245763804618
231,0.0005805683475728074
232,0.0005515399302566948
233,0.0005239629335846985
234,0.0004977647870418878
235,0.0004728765477466368
236,0.00044923272048436047
237,0.0004267710843350869
238,0.0004054325302149664
239,0.00038516090364737465
240,0.0003659028584479529
241,0.0003476077156392421
242,0.00033022732975496183
243,0.0003137159633297415
244,0.00029803016514051706
245,0.0002831286569744407
246,0.000268972224148456
247,0.0002555236130774574
248,0.00024274743236674112
249,0.0002306100607256667
250,0.00021907955783717625
251,0.00020812558000216086
252,0.0001977193010134215
253,0.0001878333359854878
254,0.00017844166916347604
255,0.0001695195858246734
256,0.00016104360645385896
257,0.00015299142614821903
258,0.00014534185470438388
259,0.00013807476238980598
260,0.0001311710241225228
261,0.0001246124727458664
262,0.0001183818492336286
263,0.00011246275676057849
264,0.00010683961886570614
265,0.00010149763795652689
266,9.642275608712225e-05
